,Entity's Name,LOC Count,Header Count,Annotation Count,Inner Entities Lines,Total,Entity Type
,/:org.dbunit.dataset.xml.FlatDtdWriter$ChoiceModel,35,0,0,0,35,INNER_CLASS
,/:org.dbunit.dataset.xml.XmlDataSetWriter,198,17,0,0,215,CLASS
,/:org.dbunit.dataset.xml.XmlProducer,240,26,0,0,266,CLASS
,/:org.dbunit.dataset.xml.FlatXmlDataSet,129,14,0,0,143,CLASS
,/:org.dbunit.dataset.xml.FlatXmlDataSetBuilder,116,12,0,0,128,CLASS
,/:org.dbunit.dataset.xml.FlatDtdProducer,223,29,0,0,252,CLASS
,/:org.dbunit.dataset.xml.FlatXmlProducer,295,30,0,33,358,CLASS
,/:org.dbunit.dataset.xml.FlatXmlProducer$FlatDtdHandler,33,0,0,0,33,INNER_CLASS
,/:org.dbunit.dataset.xml.FlatDtdDataSet,131,22,0,0,153,CLASS
,/:org.dbunit.dataset.xml.XmlDataSet,41,12,0,0,53,CLASS
,/:org.dbunit.dataset.xml.FlatXmlWriter,136,16,0,0,152,CLASS
,/:org.dbunit.dataset.LowerCaseDataSet,50,3,0,20,73,CLASS
,/:org.dbunit.dataset.LowerCaseDataSet$LowerCaseIterator,20,0,0,0,20,INNER_CLASS
,/:org.dbunit.dataset.CaseInsensitiveTable,38,3,0,0,41,CLASS
,/:org.dbunit.dataset.Column,128,5,0,50,183,CLASS
,/:org.dbunit.dataset.Column$Nullable,12,0,0,0,12,INNER_CLASS
,/:org.dbunit.dataset.Column$AutoIncrement,38,0,0,0,38,INNER_CLASS
,/:org.dbunit.dataset.DataSetException,18,2,0,0,20,CLASS
,/:org.dbunit.dataset.NoSuchColumnException,37,1,0,0,38,CLASS
,/:org.dbunit.dataset.LowerCaseTableMetaData,60,3,0,0,63,CLASS
,/:org.dbunit.dataset.NoSuchTableException,18,1,0,0,19,CLASS
,/:org.dbunit.dataset.Columns,151,8,0,107,266,CLASS
,/:org.dbunit.dataset.Columns$ColumnComparator,13,0,0,0,13,INNER_CLASS
,/:org.dbunit.dataset.Columns$ColumnDiff,94,0,0,0,94,INNER_CLASS
,/:org.dbunit.assertion.DbAssertionFailedError,8,1,0,0,9,CLASS
,/:org.dbunit.assertion.DifferenceListener,4,1,0,0,5,INTERFACE
,/:org.dbunit.assertion.DbComparisonFailure,48,1,0,0,49,CLASS
,/:org.dbunit.assertion.FailureHandler,5,2,0,0,7,INTERFACE
,/:org.dbunit.assertion.DbUnitAssert,274,17,0,44,335,CLASS
,/:org.dbunit.assertion.DbUnitAssert$ComparisonColumn,44,0,0,0,44,INNER_CLASS
,/:org.dbunit.assertion.DefaultFailureHandler,133,11,0,11,155,CLASS
,/:org.dbunit.assertion.DefaultFailureHandler$DefaultFailureFactory,11,0,0,0,11,INNER_CLASS
,/:org.dbunit.assertion.JUnitFailureFactory,11,3,0,0,14,CLASS
,/:org.dbunit.assertion.SimpleAssert,37,3,0,0,40,CLASS
,/:org.dbunit.assertion.FailureFactory,5,1,0,0,6,INTERFACE
,/:org.dbunit.assertion.DiffCollectingFailureHandler,21,3,0,0,24,CLASS
,/:org.dbunit.assertion.Difference,52,2,0,0,54,CLASS
,/:org.dbunit.DataSourceDatabaseTester,29,6,0,0,35,CLASS
Total,,20845,2278,0,1592,24715
