projeto,entidade,metrica,resposta,categoria

=> É um Factory Method

36) collections-3.2.1,org.apache.commons.collections.map.TransformedMap,3,f
37) collections-3.2.1,org.apache.commons.collections.buffer.BoundedBuffer,5,f
38) collections-3.2.1,org.apache.commons.collections.collection.TypedCollection,5,f
39) collections-3.2.1,org.apache.commons.collections.set.SynchronizedSet,3,f
40) collections-3.2.1,org.apache.commons.collections.set.MapBackedSet,5,f
41) collections-3.2.1,org.apache.commons.collections.bag.SynchronizedBag,3,f
42) collections-3.2.1,org.apache.commons.collections.set.TypedSet,4,f
43) collections-3.2.1,org.apache.commons.collections.buffer.TypedBuffer,4,f
44) collections-3.2.1,org.apache.commons.collections.buffer.SynchronizedBuffer,3,f
45) collections-3.2.1,org.apache.commons.collections.map.UnmodifiableSortedMap,5,f
46) collections-3.2.1,org.apache.commons.collections.buffer.PredicatedBuffer,6,f
47) collections-3.2.1,org.apache.commons.collections.buffer.TransformedBuffer,4,f
48) collections-3.2.1,org.apache.commons.collections.map.TypedSortedMap,5,f
49) collections-3.2.1,org.apache.commons.collections.map.MultiValueMap$ReflectionFactory,3,f
50) collections-3.2.1,org.apache.commons.collections.collection.TransformedCollection,5,f
51) collections-3.2.1,org.apache.commons.collections.bag.PredicatedSortedBag,7,f
52) collections-3.2.1,org.apache.commons.collections.bag.UnmodifiableBag,3,f
53) collections-3.2.1,org.apache.commons.collections.bidimap.UnmodifiableOrderedBidiMap,6,f
54) collections-3.2.1,org.apache.commons.collections.map.PredicatedSortedMap,7,f
55) collections-3.2.1,org.apache.commons.collections.bag.SynchronizedSortedBag,4,f
56) collections-3.2.1,org.apache.commons.collections.set.TransformedSortedSet,5,f
57) collections-3.2.1,org.apache.commons.collections.map.FixedSizeSortedMap,7,f
58) collections-3.2.1,org.apache.commons.collections.map.PredicatedMap,6,f
59) collections-3.2.1,org.apache.commons.collections.map.ListOrderedMap,6,f
60) collections-3.2.1,org.apache.commons.collections.set.PredicatedSortedSet,7,f
61) collections-3.2.1,org.apache.commons.collections.map.TransformedSortedMap,6,f
62) collections-3.2.1,org.apache.commons.collections.collection.PredicatedCollection,8,f
63) collections-3.2.1,org.apache.commons.collections.list.UnmodifiableList,3,f
64) collections-3.2.1,org.apache.commons.collections.list.FixedSizeList,4,f
65) collections-3.2.1,org.apache.commons.collections.bidimap.UnmodifiableSortedBidiMap,6,f
66) collections-3.2.1,org.apache.commons.collections.collection.UnmodifiableCollection,4,f
67) collections-3.2.1,org.apache.commons.collections.bag.TypedSortedBag,5,f

=> Não é um Factory Method

1) jgraph-5.13.0.0,com.jgraph.io.svg.SVGGraphWriter,9,f
2) quickserver-1.4.7,org.quickserver.security.SecureStoreManager,4,f
3) xalan-2.7.1,org.apache.xpath.jaxp.XPathImpl,6,f
4) xalan-2.7.1,org.apache.xalan.processor.XSLTElementDef,4,f
5) xalan-2.7.1,org.apache.xpath.axes.UnionPathIterator,10,f
6) xalan-2.7.1,org.apache.xalan.transformer.TransformerImpl,15,f
7) xerces-2.10.0,org.apache.xerces.dom.ASModelImpl,10,f
8) xerces-2.10.0,org.apache.xerces.impl.xs.XMLSchemaValidator,15,f
9) xerces-2.10.0,org.apache.xerces.jaxp.SAXParserImpl$JAXPSAXParser,5,f
10) axion-1.0-M2,org.axiondb.engine.MemoryDatabase,3,f
11) axion-1.0-M2,org.axiondb.engine.DiskDatabase,3,f
12) galleon-2.3.0,org.lnicholls.galleon.apps.jabber.Jabber$JabberFactory,3,f
13) informa-0.7.0-alpha2,de.nava.informa.impl.basic.ChannelBuilder,6,f
